run_id,threshold_objective,sustain_ms,theta,xgb_estimators,xgb_learning_rate,xgb_max_depth,xgb_subsample,xgb_colsample_bytree,test_accuracy,test_roc_auc,test_pr_auc,test_tpr,test_fpr,test_brier,test_ece,shot_accuracy,shot_tpr,shot_fpr,lead_time_ms_median,reason_rows,target_acc_0p98
acc_d4_e260_lr004_ss085_cs09_s3_reason,accuracy,3.0,0.4262541806020067,260,0.04,4,0.85,0.9,0.9910082702797818,0.9784932691245654,0.6373933751517469,0.5480649188514357,0.0026593371289867747,0.00758553081262366,0.003659046587310161,0.953757225433526,0.8421052631578947,0.014814814814814815,7.040537134228401,38,True
acc_d4_e260_lr004_ss085_cs09_s3,accuracy,3.0,0.4262541806020067,260,0.04,4,0.85,0.9,0.9910082702797818,0.9784932691245654,0.6373933751517469,0.5480649188514357,0.0026593371289867747,0.00758553081262366,0.003659046587310161,0.953757225433526,0.8421052631578947,0.014814814814814815,7.040537134228401,0,True
acc_d6_e140_lr007_ss08_cs08_s5,accuracy,5.0,0.4688628762541806,140,0.07,6,0.8,0.8,0.9922928030969558,0.9858843497511957,0.7545837134337714,0.6541822721598003,0.00287351193132128,0.006044509863950419,0.003922061507520339,0.9364161849710982,0.7368421052631579,0.007407407407407408,8.075550655317343,0,True
acc_d8_e220_lr005_ss09_cs09_s5,accuracy,5.0,0.4262541806020067,220,0.05,8,0.9,0.9,0.9921520323772656,0.9813060402619662,0.7506929733755672,0.6666666666666666,0.003194774134823038,0.006248040715459909,0.004468592856386949,0.9364161849710982,0.7368421052631579,0.007407407407407408,7.039632917419169,0,True
youden_d4_e260_lr004_ss085_cs09_s5_reason,youden,5.0,0.016555183946488295,260,0.04,4,0.85,0.9,0.9119655111736759,0.9784932691245654,0.6373933751517469,0.9313358302122348,0.08831141016259438,0.00758553081262366,0.003659046587310161,0.8670520231213873,0.9736842105263158,0.16296296296296298,67.68062455414048,38,False
