run_name,model_name,window_size,stride,test_accuracy,test_roc_auc,test_pr_auc,test_tpr,test_fpr,test_ece,shot_accuracy,shot_tpr,shot_fpr,lead_time_ms_median,theta
utr_gru_ws64_st16_e1_s42,gru,64,16,0.9866666666666667,0.8789864864864864,0.09451132997037393,0.0,0.0,0.0044012253270221905,0.75,0.0,0.0,,0.5041176470588236
