time_index,time_s,prob_disrupt,prob_disrupt_clamped,streak,pred_disruptive,triggered,trigger_index,trigger_time_s
23,0.05445250000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
24,0.05682000000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
25,0.059187500000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
26,0.061555000000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
27,0.06392250000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
28,0.06629,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
29,0.06865750000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
30,0.071025,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
31,0.07339250000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
32,0.07576000000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
33,0.0781275,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
34,0.08049500000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
35,0.0828625,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
36,0.08523000000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
37,0.08759750000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
38,0.089965,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
39,0.09233250000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
40,0.0947,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
41,0.09706750000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
42,0.09943500000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
43,0.1018025,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
44,0.10417000000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
45,0.10653750000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
46,0.10890500000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
47,0.11127250000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
48,0.11364000000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
49,0.11600750000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
50,0.11837500000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
51,0.12074250000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
52,0.12311000000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
53,0.12547750000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
54,0.12784500000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
55,0.1302125,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
56,0.13258,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
57,0.13494750000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
58,0.13731500000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
59,0.13968250000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
60,0.14205,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
61,0.1444175,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
62,0.14678500000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
63,0.14915250000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
64,0.15152000000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
65,0.1538875,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
66,0.156255,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
67,0.15862250000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
68,0.16099000000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
69,0.16335750000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
70,0.165725,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
71,0.1680925,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
72,0.17046000000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
73,0.17282750000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
74,0.17519500000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
75,0.1775625,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
76,0.17993,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
77,0.18229750000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
78,0.18466500000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
79,0.18703250000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
80,0.1894,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
81,0.1917675,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
82,0.19413500000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
83,0.19650250000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
84,0.19887000000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
85,0.2012375,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
86,0.203605,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
87,0.20597250000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
88,0.20834000000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
89,0.21070750000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
90,0.21307500000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
91,0.2154425,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
92,0.21781000000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
93,0.22017750000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
94,0.22254500000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
95,0.22491250000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
96,0.22728000000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
97,0.22964750000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
98,0.23201500000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
99,0.23438250000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
100,0.23675000000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
101,0.23911750000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
102,0.24148500000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
103,0.24385250000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
104,0.24622000000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
105,0.24858750000000002,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
106,0.25095500000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
107,0.2533225,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
108,0.25569000000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
109,0.25805750000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
110,0.260425,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
111,0.26279250000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
112,0.26516,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
113,0.26752750000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
114,0.26989500000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
115,0.2722625,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
116,0.27463000000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
117,0.2769975,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
118,0.27936500000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
119,0.28173250000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
120,0.2841,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
121,0.28646750000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
122,0.288835,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
123,0.29120250000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
124,0.29357000000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
125,0.2959375,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
126,0.29830500000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
127,0.3006725,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
128,0.30304000000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
129,0.30540750000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
130,0.307775,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
131,0.31014250000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
132,0.31251,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
133,0.31487750000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
134,0.31724500000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
135,0.3196125,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
136,0.32198000000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
137,0.3243475,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
138,0.32671500000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
139,0.32908250000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
140,0.33145,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
141,0.33381750000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
142,0.336185,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
143,0.33855250000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
144,0.34092000000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
145,0.3432875,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
146,0.34565500000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
147,0.3480225,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
148,0.35039000000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
149,0.35275750000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
150,0.355125,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
151,0.35749250000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
152,0.35986,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
153,0.36222750000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
154,0.36459500000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
155,0.3669625,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
156,0.36933000000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
157,0.3716975,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
158,0.37406500000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
159,0.37643250000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
160,0.3788,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
161,0.38116750000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
162,0.383535,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
163,0.38590250000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
164,0.38827000000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
165,0.3906375,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
166,0.39300500000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
167,0.3953725,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
168,0.39774000000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
169,0.40010750000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
170,0.402475,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
171,0.40484250000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
172,0.40721,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
173,0.40957750000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
174,0.41194500000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
175,0.41431250000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
176,0.41668000000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
177,0.4190475,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
178,0.42141500000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
179,0.42378250000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
180,0.42615000000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
181,0.42851750000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
182,0.430885,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
183,0.43325250000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
184,0.43562000000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
185,0.43798750000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
186,0.44035500000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
187,0.4427225,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
188,0.44509000000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
189,0.44745750000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
190,0.44982500000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
191,0.45219250000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
192,0.4545600000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
193,0.45692750000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
194,0.45929500000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
195,0.46166250000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
196,0.46403000000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
197,0.4663975000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
198,0.46876500000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
199,0.47113250000000007,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
200,0.47350000000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
201,0.47586750000000005,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
202,0.4782350000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
203,0.48060250000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
204,0.48297000000000007,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
205,0.48533750000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
206,0.48770500000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
207,0.4900725000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
208,0.49244000000000004,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
209,0.49480750000000007,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
210,0.49717500000000003,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
211,0.49954250000000006,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
212,0.5019100000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
213,0.5042775,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
214,0.506645,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
215,0.5090125000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
216,0.5113800000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
217,0.5137475,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
218,0.5161150000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
219,0.5184825000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
220,0.52085,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
221,0.5232175,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
222,0.5255850000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
223,0.5279525,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
224,0.53032,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
225,0.5326875000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
226,0.5350550000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
227,0.5374225,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
228,0.5397900000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
229,0.5421575000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
230,0.544525,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
231,0.5468925,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
232,0.5492600000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
233,0.5516275,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
234,0.553995,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
235,0.5563625000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
236,0.5587300000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
237,0.5610975,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
238,0.5634650000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
239,0.5658325000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
240,0.5682,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
241,0.5705675,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
242,0.5729350000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
243,0.5753025,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
244,0.57767,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
245,0.5800375000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
246,0.5824050000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
247,0.5847725,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
248,0.5871400000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
249,0.5895075000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
250,0.591875,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
251,0.5942425,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
252,0.5966100000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
253,0.5989775,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
254,0.601345,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
255,0.6037125000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
256,0.6060800000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
257,0.6084475,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
258,0.6108150000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
259,0.6131825000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
260,0.61555,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
261,0.6179175000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
262,0.6202850000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
263,0.6226525,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
264,0.62502,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
265,0.6273875000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
266,0.6297550000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
267,0.6321225,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
268,0.6344900000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
269,0.6368575000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
270,0.639225,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
271,0.6415925000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
272,0.6439600000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
273,0.6463275,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
274,0.648695,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
275,0.6510625000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
276,0.6534300000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
277,0.6557975,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
278,0.6581650000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
279,0.6605325000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
280,0.6629,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
281,0.6652675000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
282,0.6676350000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
283,0.6700025000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
284,0.67237,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
285,0.6747375000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
286,0.6771050000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
287,0.6794725,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
288,0.6818400000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
289,0.6842075000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
290,0.686575,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
291,0.6889425000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
292,0.6913100000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
293,0.6936775000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
294,0.696045,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
295,0.6984125000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
296,0.7007800000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
297,0.7031475,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
298,0.7055150000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
299,0.7078825000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
300,0.71025,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
301,0.7126175000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
302,0.7149850000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
303,0.7173525000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
304,0.71972,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
305,0.7220875000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
306,0.7244550000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
307,0.7268225,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
308,0.7291900000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
309,0.7315575000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
310,0.733925,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
311,0.7362925000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
312,0.7386600000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
313,0.7410275000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
314,0.743395,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
315,0.7457625000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
316,0.7481300000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
317,0.7504975,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
318,0.7528650000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
319,0.7552325000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
320,0.7576,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
321,0.7599675000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
322,0.7623350000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
323,0.7647025000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
324,0.76707,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
325,0.7694375000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
326,0.7718050000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
327,0.7741725,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
328,0.7765400000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
329,0.7789075000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
330,0.781275,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
331,0.7836425000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
332,0.7860100000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
333,0.7883775000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
334,0.790745,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
335,0.7931125000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
336,0.7954800000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
337,0.7978475,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
338,0.8002150000000001,0.2016700953245163,0.2016700953245163,0,0,0,494,1.169545
