epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_shot_recall,val_false_alarm_rate
1.0,2.2907902429405866,0.003225211047319286,0.003225211047319286,1.0,0.00642968500353439,0.6991740498399496,0.18913582078619745,1.0,1.0
2.0,1.9534773062224677,0.5535851329428108,0.006308909305370689,0.8780120481927711,0.012527800758544368,0.8547761073629749,0.2867708305889078,0.875,0.5625
3.0,1.6048116000785357,0.8700492524699094,0.020122130665097115,0.8237951807228916,0.039284688307957484,0.8940323140193,0.28716623570170563,0.75,0.09375
4.0,1.2998950699143983,0.9006061842450384,0.024953212726138492,0.7831325301204819,0.04836534437055295,0.9344167471194631,0.38249465589735976,0.5625,0.09375
5.0,1.0455584322122256,0.8713072790681861,0.01845568770739346,0.7454819277108434,0.03601964708022558,0.8924941973591834,0.32678482992313773,0.5625,0.09375
6.0,0.9196458459217483,0.9153042092889964,0.02621320829331676,0.6987951807228916,0.05053090117070515,0.8859740679462322,0.3231050986567759,0.5625,0.0625
7.0,0.8747990859518663,0.8842664102041015,0.02049434852813315,0.7454819277108434,0.039892009509610346,0.9111451250537053,0.38830994375078504,0.5625,0.0625
8.0,0.8935462100229895,0.9108986875722516,0.026411657559198543,0.7424698795180723,0.05100879461976203,0.8914664720847975,0.39525353750039915,0.5625,0.0625
