time_index,time_s,prob_disrupt,streak,pred_disruptive,triggered,trigger_index,trigger_time_s
138,0.138,0.39941951632499695,0,0,0,-1,
139,0.139,0.3995659649372101,0,0,0,-1,
140,0.14,0.39970412850379944,0,0,0,-1,
141,0.14100000000000001,0.3999136686325073,0,0,0,-1,
142,0.14200000000000002,0.3999885618686676,0,0,0,-1,
143,0.14300000000000002,0.4002670645713806,0,0,0,-1,
144,0.14400000000000002,0.40058404207229614,0,0,0,-1,
145,0.145,0.4008113443851471,0,0,0,-1,
146,0.146,0.40073147416114807,0,0,0,-1,
147,0.147,0.40060651302337646,0,0,0,-1,
148,0.148,0.40037801861763,0,0,0,-1,
149,0.149,0.4002186357975006,0,0,0,-1,
150,0.15,0.4005044102668762,0,0,0,-1,
151,0.151,0.4007304012775421,0,0,0,-1,
152,0.152,0.4011017382144928,0,0,0,-1,
153,0.153,0.40130898356437683,0,0,0,-1,
154,0.154,0.4012547731399536,0,0,0,-1,
155,0.155,0.40107035636901855,0,0,0,-1,
156,0.156,0.4013572931289673,0,0,0,-1,
157,0.157,0.4017733335494995,0,0,0,-1,
158,0.158,0.4024907648563385,0,0,0,-1,
159,0.159,0.4028973877429962,0,0,0,-1,
160,0.16,0.4029727578163147,0,0,0,-1,
161,0.161,0.40295183658599854,0,0,0,-1,
162,0.162,0.40303316712379456,0,0,0,-1,
163,0.163,0.4033218324184418,0,0,0,-1,
164,0.164,0.4038070738315582,0,0,0,-1,
165,0.165,0.40448203682899475,0,0,0,-1,
166,0.166,0.4047583043575287,0,0,0,-1,
167,0.167,0.40445074439048767,0,0,0,-1,
168,0.168,0.4035506844520569,0,0,0,-1,
169,0.169,0.4028379023075104,0,0,0,-1,
170,0.17,0.4023926854133606,0,0,0,-1,
171,0.171,0.40193459391593933,0,0,0,-1,
172,0.17200000000000001,0.40191778540611267,0,0,0,-1,
173,0.17300000000000001,0.402021586894989,0,0,0,-1,
174,0.17400000000000002,0.4021199345588684,0,0,0,-1,
175,0.17500000000000002,0.4023323953151703,0,0,0,-1,
176,0.176,0.4028181731700897,0,0,0,-1,
177,0.177,0.40351277589797974,0,0,0,-1,
178,0.178,0.4046235680580139,0,0,0,-1,
179,0.179,0.4054335355758667,0,0,0,-1,
180,0.18,0.4061654508113861,0,0,0,-1,
181,0.181,0.40652817487716675,0,0,0,-1,
182,0.182,0.4067893326282501,0,0,0,-1,
183,0.183,0.40705448389053345,0,0,0,-1,
184,0.184,0.4074341058731079,0,0,0,-1,
185,0.185,0.4080568253993988,0,0,0,-1,
186,0.186,0.40823277831077576,0,0,0,-1,
187,0.187,0.40833455324172974,0,0,0,-1,
188,0.188,0.4083760678768158,0,0,0,-1,
189,0.189,0.4081384241580963,0,0,0,-1,
190,0.19,0.4081766903400421,0,0,0,-1,
191,0.191,0.4079519510269165,0,0,0,-1,
192,0.192,0.4077952206134796,0,0,0,-1,
193,0.193,0.407360315322876,0,0,0,-1,
194,0.194,0.4066516160964966,0,0,0,-1,
195,0.195,0.4062497019767761,0,0,0,-1,
196,0.196,0.4060209095478058,0,0,0,-1,
197,0.197,0.40589576959609985,0,0,0,-1,
198,0.198,0.4061397910118103,0,0,0,-1,
199,0.199,0.4062002897262573,0,0,0,-1,
200,0.2,0.4061412215232849,0,0,0,-1,
201,0.201,0.4058409035205841,0,0,0,-1,
202,0.202,0.4053560197353363,0,0,0,-1,
203,0.203,0.4051145315170288,0,0,0,-1,
204,0.20400000000000001,0.4051848351955414,0,0,0,-1,
205,0.20500000000000002,0.4054489731788635,0,0,0,-1,
206,0.20600000000000002,0.4055882394313812,0,0,0,-1,
207,0.20700000000000002,0.405423104763031,0,0,0,-1,
208,0.20800000000000002,0.4046761393547058,0,0,0,-1,
209,0.209,0.4037805199623108,0,0,0,-1,
210,0.21,0.40317463874816895,0,0,0,-1,
211,0.211,0.4025351107120514,0,0,0,-1,
212,0.212,0.4021429121494293,0,0,0,-1,
213,0.213,0.4018596410751343,0,0,0,-1,
214,0.214,0.4013860821723938,0,0,0,-1,
215,0.215,0.4011930525302887,0,0,0,-1,
216,0.216,0.4012497067451477,0,0,0,-1,
217,0.217,0.401351660490036,0,0,0,-1,
218,0.218,0.4017377197742462,0,0,0,-1,
219,0.219,0.4019812047481537,0,0,0,-1,
220,0.22,0.402110755443573,0,0,0,-1,
221,0.221,0.4019138216972351,0,0,0,-1,
222,0.222,0.40162861347198486,0,0,0,-1,
223,0.223,0.40151089429855347,0,0,0,-1,
224,0.224,0.4016958177089691,0,0,0,-1,
225,0.225,0.40188977122306824,0,0,0,-1,
226,0.226,0.4017702639102936,0,0,0,-1,
227,0.227,0.40152671933174133,0,0,0,-1,
228,0.228,0.4011675715446472,0,0,0,-1,
229,0.229,0.4008680582046509,0,0,0,-1,
230,0.23,0.4009779691696167,0,0,0,-1,
231,0.231,0.4008272588253021,0,0,0,-1,
232,0.232,0.4008427560329437,0,0,0,-1,
233,0.233,0.40061694383621216,0,0,0,-1,
234,0.234,0.40025797486305237,0,0,0,-1,
235,0.23500000000000001,0.3999887704849243,0,0,0,-1,
236,0.23600000000000002,0.39999106526374817,0,0,0,-1,
237,0.23700000000000002,0.400229811668396,0,0,0,-1,
238,0.23800000000000002,0.4007628560066223,0,0,0,-1,
239,0.23900000000000002,0.401260107755661,0,0,0,-1,
240,0.24,0.40179944038391113,0,0,0,-1,
241,0.241,0.40226301550865173,0,0,0,-1,
242,0.242,0.40292784571647644,0,0,0,-1,
243,0.243,0.4034819006919861,0,0,0,-1,
244,0.244,0.4041621685028076,0,0,0,-1,
245,0.245,0.4049828052520752,0,0,0,-1,
246,0.246,0.40573787689208984,0,0,0,-1,
247,0.247,0.40650004148483276,0,0,0,-1,
248,0.248,0.40676483511924744,0,0,0,-1,
249,0.249,0.4069787263870239,0,0,0,-1,
250,0.25,0.40744057297706604,0,0,0,-1,
251,0.251,0.40781286358833313,0,0,0,-1,
252,0.252,0.40796732902526855,0,0,0,-1,
253,0.253,0.4076968729496002,0,0,0,-1,
254,0.254,0.40713998675346375,0,0,0,-1,
255,0.255,0.406637579202652,0,0,0,-1,
256,0.256,0.406094491481781,0,0,0,-1,
257,0.257,0.4056200385093689,0,0,0,-1,
258,0.258,0.40526461601257324,0,0,0,-1,
259,0.259,0.40477097034454346,0,0,0,-1,
260,0.26,0.40447890758514404,0,0,0,-1,
261,0.261,0.40441104769706726,0,0,0,-1,
262,0.262,0.40457388758659363,0,0,0,-1,
263,0.263,0.4046189486980438,0,0,0,-1,
264,0.264,0.40509456396102905,0,0,0,-1,
265,0.265,0.40555232763290405,0,0,0,-1,
266,0.266,0.4057827889919281,0,0,0,-1,
267,0.267,0.40614309906959534,0,0,0,-1,
268,0.268,0.4062950313091278,0,0,0,-1,
269,0.269,0.4069071114063263,0,0,0,-1,
270,0.27,0.4075058102607727,0,0,0,-1,
271,0.271,0.40790027379989624,0,0,0,-1,
272,0.272,0.4081190526485443,0,0,0,-1,
273,0.273,0.4081686735153198,0,0,0,-1,
274,0.274,0.40787678956985474,0,0,0,-1,
275,0.275,0.4075799286365509,0,0,0,-1,
276,0.276,0.4072307348251343,0,0,0,-1,
277,0.277,0.406782329082489,0,0,0,-1,
278,0.278,0.4065961241722107,0,0,0,-1,
279,0.279,0.4058998227119446,0,0,0,-1,
280,0.28,0.40536606311798096,0,0,0,-1,
281,0.281,0.40501096844673157,0,0,0,-1,
282,0.28200000000000003,0.4044265151023865,0,0,0,-1,
283,0.28300000000000003,0.4037659764289856,0,0,0,-1,
284,0.28400000000000003,0.40330642461776733,0,0,0,-1,
285,0.28500000000000003,0.402933806180954,0,0,0,-1,
286,0.28600000000000003,0.40244171023368835,0,0,0,-1,
287,0.28700000000000003,0.40195533633232117,0,0,0,-1,
288,0.28800000000000003,0.40130797028541565,0,0,0,-1,
289,0.289,0.4010312557220459,0,0,0,-1,
290,0.29,0.4008919894695282,0,0,0,-1,
291,0.291,0.40067750215530396,0,0,0,-1,
292,0.292,0.4006529152393341,0,0,0,-1,
293,0.293,0.40072205662727356,0,0,0,-1,
294,0.294,0.4004991352558136,0,0,0,-1,
295,0.295,0.40016332268714905,0,0,0,-1,
296,0.296,0.3998633325099945,0,0,0,-1,
297,0.297,0.3997464179992676,0,0,0,-1,
298,0.298,0.40011316537857056,0,0,0,-1,
299,0.299,0.4000818431377411,0,0,0,-1,
300,0.3,0.3998890221118927,0,0,0,-1,
301,0.301,0.3997150957584381,0,0,0,-1,
302,0.302,0.3995633125305176,0,0,0,-1,
303,0.303,0.39964842796325684,0,0,0,-1,
304,0.304,0.4000919461250305,0,0,0,-1,
305,0.305,0.4009503126144409,0,0,0,-1,
306,0.306,0.40168777108192444,0,0,0,-1,
307,0.307,0.4021170735359192,0,0,0,-1,
308,0.308,0.4024389386177063,0,0,0,-1,
309,0.309,0.4029216468334198,0,0,0,-1,
310,0.31,0.4036058187484741,0,0,0,-1,
311,0.311,0.4042367935180664,0,0,0,-1,
312,0.312,0.40505272150039673,0,0,0,-1,
313,0.313,0.40570878982543945,0,0,0,-1,
314,0.314,0.4060498774051666,0,0,0,-1,
315,0.315,0.40630465745925903,0,0,0,-1,
316,0.316,0.40692684054374695,0,0,0,-1,
317,0.317,0.4077059328556061,0,0,0,-1,
318,0.318,0.4087396562099457,0,0,0,-1,
319,0.319,0.409742534160614,0,0,0,-1,
320,0.32,0.4109174311161041,0,0,0,-1,
321,0.321,0.41209477186203003,0,0,0,-1,
322,0.322,0.41299018263816833,0,0,0,-1,
323,0.323,0.4138578772544861,0,0,0,-1,
324,0.324,0.4147755801677704,0,0,0,-1,
325,0.325,0.4153222441673279,0,0,0,-1,
326,0.326,0.41478636860847473,0,0,0,-1,
327,0.327,0.4137859046459198,0,0,0,-1,
328,0.328,0.4125046133995056,0,0,0,-1,
329,0.329,0.4112451672554016,0,0,0,-1,
330,0.33,0.41044020652770996,0,0,0,-1,
331,0.331,0.40977102518081665,0,0,0,-1,
332,0.332,0.40935248136520386,0,0,0,-1,
333,0.333,0.4091049134731293,0,0,0,-1,
334,0.334,0.40864232182502747,0,0,0,-1,
335,0.335,0.40820634365081787,0,0,0,-1,
336,0.336,0.40799638628959656,0,0,0,-1,
337,0.337,0.4080279767513275,0,0,0,-1,
338,0.338,0.4084427058696747,0,0,0,-1,
339,0.339,0.4085826873779297,0,0,0,-1,
340,0.34,0.40862059593200684,0,0,0,-1,
341,0.341,0.40846794843673706,0,0,0,-1,
342,0.342,0.4083690047264099,0,0,0,-1,
343,0.343,0.4086417257785797,0,0,0,-1,
344,0.34400000000000003,0.4090237319469452,0,0,0,-1,
345,0.34500000000000003,0.4094812273979187,0,0,0,-1,
346,0.34600000000000003,0.40937021374702454,0,0,0,-1,
347,0.34700000000000003,0.4091557264328003,0,0,0,-1,
348,0.34800000000000003,0.40845784544944763,0,0,0,-1,
349,0.34900000000000003,0.40771549940109253,0,0,0,-1,
350,0.35000000000000003,0.40712013840675354,0,0,0,-1,
351,0.35100000000000003,0.40641409158706665,0,0,0,-1,
352,0.352,0.4058125615119934,0,0,0,-1,
353,0.353,0.40521731972694397,0,0,0,-1,
354,0.354,0.40450412034988403,0,0,0,-1,
355,0.355,0.4040035903453827,0,0,0,-1,
356,0.356,0.40365368127822876,0,0,0,-1,
357,0.357,0.4033813774585724,0,0,0,-1,
358,0.358,0.4036481976509094,0,0,0,-1,
359,0.359,0.40355515480041504,0,0,0,-1,
360,0.36,0.40323254466056824,0,0,0,-1,
361,0.361,0.4027886986732483,0,0,0,-1,
362,0.362,0.4023649990558624,0,0,0,-1,
363,0.363,0.4021288752555847,0,0,0,-1,
364,0.364,0.40196919441223145,0,0,0,-1,
365,0.365,0.4019553065299988,0,0,0,-1,
366,0.366,0.4017999768257141,0,0,0,-1,
367,0.367,0.40147843956947327,0,0,0,-1,
368,0.368,0.40114885568618774,0,0,0,-1,
369,0.369,0.40103039145469666,0,0,0,-1,
370,0.37,0.40106046199798584,0,0,0,-1,
371,0.371,0.4010949432849884,0,0,0,-1,
372,0.372,0.4011072516441345,0,0,0,-1,
373,0.373,0.40093833208084106,0,0,0,-1,
374,0.374,0.4007114768028259,0,0,0,-1,
375,0.375,0.40070733428001404,0,0,0,-1,
376,0.376,0.4010920822620392,0,0,0,-1,
377,0.377,0.4018173813819885,0,0,0,-1,
378,0.378,0.4030352532863617,0,0,0,-1,
379,0.379,0.4039361774921417,0,0,0,-1,
380,0.38,0.4047397971153259,0,0,0,-1,
381,0.381,0.4052436947822571,0,0,0,-1,
382,0.382,0.4054597318172455,0,0,0,-1,
383,0.383,0.4057086706161499,0,0,0,-1,
384,0.384,0.4058503210544586,0,0,0,-1,
385,0.385,0.4060279130935669,0,0,0,-1,
386,0.386,0.4060917794704437,0,0,0,-1,
387,0.387,0.405930757522583,0,0,0,-1,
388,0.388,0.40565720200538635,0,0,0,-1,
389,0.389,0.4055723249912262,0,0,0,-1,
390,0.39,0.4056674838066101,0,0,0,-1,
391,0.391,0.4055847227573395,0,0,0,-1,
392,0.392,0.4054478108882904,0,0,0,-1,
393,0.393,0.4052356481552124,0,0,0,-1,
394,0.394,0.4047893285751343,0,0,0,-1,
395,0.395,0.40450793504714966,0,0,0,-1,
396,0.396,0.40437594056129456,0,0,0,-1,
397,0.397,0.4045496881008148,0,0,0,-1,
398,0.398,0.40513473749160767,0,0,0,-1,
399,0.399,0.40545618534088135,0,0,0,-1,
400,0.4,0.4058762490749359,0,0,0,-1,
401,0.401,0.40622207522392273,0,0,0,-1,
402,0.402,0.4065570831298828,0,0,0,-1,
403,0.403,0.40704721212387085,0,0,0,-1,
404,0.404,0.407611608505249,0,0,0,-1,
405,0.405,0.40803730487823486,0,0,0,-1,
406,0.406,0.40808767080307007,0,0,0,-1,
407,0.40700000000000003,0.4079149663448334,0,0,0,-1,
408,0.40800000000000003,0.4073091149330139,0,0,0,-1,
409,0.40900000000000003,0.40679019689559937,0,0,0,-1,
410,0.41000000000000003,0.40613263845443726,0,0,0,-1,
411,0.41100000000000003,0.4054490625858307,0,0,0,-1,
412,0.41200000000000003,0.4051087498664856,0,0,0,-1,
413,0.41300000000000003,0.40455007553100586,0,0,0,-1,
414,0.41400000000000003,0.40350067615509033,0,0,0,-1,
415,0.41500000000000004,0.40248969197273254,0,0,0,-1,
416,0.41600000000000004,0.4018816649913788,0,0,0,-1,
417,0.417,0.40175801515579224,0,0,0,-1,
418,0.418,0.4019903242588043,0,0,0,-1,
419,0.419,0.4026683270931244,0,0,0,-1,
420,0.42,0.40346962213516235,0,0,0,-1,
421,0.421,0.4040415585041046,0,0,0,-1,
422,0.422,0.4043385088443756,0,0,0,-1,
423,0.423,0.40478354692459106,0,0,0,-1,
424,0.424,0.40528392791748047,0,0,0,-1,
425,0.425,0.40557435154914856,0,0,0,-1,
426,0.426,0.40550440549850464,0,0,0,-1,
427,0.427,0.4051376283168793,0,0,0,-1,
428,0.428,0.40463554859161377,0,0,0,-1,
429,0.429,0.40424665808677673,0,0,0,-1,
430,0.43,0.40403908491134644,0,0,0,-1,
431,0.431,0.4038759171962738,0,0,0,-1,
432,0.432,0.403837114572525,0,0,0,-1,
433,0.433,0.40363162755966187,0,0,0,-1,
434,0.434,0.40326550602912903,0,0,0,-1,
435,0.435,0.40323343873023987,0,0,0,-1,
436,0.436,0.40336304903030396,0,0,0,-1,
437,0.437,0.40361109375953674,0,0,0,-1,
438,0.438,0.40405037999153137,0,0,0,-1,
439,0.439,0.40463441610336304,0,0,0,-1,
440,0.44,0.4051114022731781,0,0,0,-1,
441,0.441,0.40526023507118225,0,0,0,-1,
442,0.442,0.4052397906780243,0,0,0,-1,
443,0.443,0.4054434895515442,0,0,0,-1,
444,0.444,0.4058546721935272,0,0,0,-1,
445,0.445,0.4061640202999115,0,0,0,-1,
446,0.446,0.4062294065952301,0,0,0,-1,
447,0.447,0.40601786971092224,0,0,0,-1,
448,0.448,0.40565240383148193,0,0,0,-1,
449,0.449,0.40524914860725403,0,0,0,-1,
450,0.45,0.40480858087539673,0,0,0,-1,
451,0.451,0.40445590019226074,0,0,0,-1,
452,0.452,0.4043194055557251,0,0,0,-1,
453,0.453,0.4041568338871002,0,0,0,-1,
454,0.454,0.40368184447288513,0,0,0,-1,
455,0.455,0.4033436179161072,0,0,0,-1,
456,0.456,0.4032258093357086,0,0,0,-1,
457,0.457,0.4033285081386566,0,0,0,-1,
458,0.458,0.4038246273994446,0,0,0,-1,
459,0.459,0.40394076704978943,0,0,0,-1,
460,0.46,0.40412241220474243,0,0,0,-1,
461,0.461,0.4042782187461853,0,0,0,-1,
462,0.462,0.40442442893981934,0,0,0,-1,
463,0.463,0.40485239028930664,0,0,0,-1,
464,0.464,0.40564972162246704,0,0,0,-1,
465,0.465,0.4065322279930115,0,0,0,-1,
466,0.466,0.4071495234966278,0,0,0,-1,
467,0.467,0.4075973331928253,0,0,0,-1,
468,0.468,0.4078427851200104,0,0,0,-1,
469,0.46900000000000003,0.4081364572048187,0,0,0,-1,
470,0.47000000000000003,0.40869736671447754,0,0,0,-1,
471,0.47100000000000003,0.40927577018737793,0,0,0,-1,
472,0.47200000000000003,0.4099239408969879,0,0,0,-1,
473,0.47300000000000003,0.4102385938167572,0,0,0,-1,
474,0.47400000000000003,0.41021355986595154,0,0,0,-1,
475,0.47500000000000003,0.41026949882507324,0,0,0,-1,
476,0.47600000000000003,0.4103914201259613,0,0,0,-1,
477,0.47700000000000004,0.4106026887893677,0,0,0,-1,
478,0.47800000000000004,0.41110262274742126,0,0,0,-1,
479,0.47900000000000004,0.4114025831222534,0,0,0,-1,
480,0.48,0.4115287661552429,0,0,0,-1,
481,0.481,0.4113149642944336,0,0,0,-1,
482,0.482,0.41069579124450684,0,0,0,-1,
483,0.483,0.41014552116394043,0,0,0,-1,
484,0.484,0.4095419645309448,0,0,0,-1,
485,0.485,0.4087108075618744,0,0,0,-1,
486,0.486,0.40768277645111084,0,0,0,-1,
487,0.487,0.4062100946903229,0,0,0,-1,
488,0.488,0.40436387062072754,0,0,0,-1,
489,0.489,0.40256455540657043,0,0,0,-1,
490,0.49,0.4007275700569153,0,0,0,-1,
491,0.491,0.3991023600101471,0,0,0,-1,
492,0.492,0.39752036333084106,0,0,0,-1,
493,0.493,0.3959868252277374,0,0,0,-1,
494,0.494,0.39446622133255005,0,0,0,-1,
495,0.495,0.39338168501853943,0,0,0,-1,
496,0.496,0.3927870988845825,0,0,0,-1,
497,0.497,0.3926813006401062,0,0,0,-1,
498,0.498,0.3931201994419098,0,0,0,-1,
499,0.499,0.39382287859916687,0,0,0,-1,
500,0.5,0.3947628438472748,0,0,0,-1,
501,0.501,0.39587223529815674,0,0,0,-1,
502,0.502,0.3968414068222046,0,0,0,-1,
503,0.503,0.397866815328598,0,0,0,-1,
504,0.504,0.3988338112831116,0,0,0,-1,
505,0.505,0.39985761046409607,0,0,0,-1,
506,0.506,0.4006500840187073,0,0,0,-1,
507,0.507,0.4009796380996704,0,0,0,-1,
508,0.508,0.40096089243888855,0,0,0,-1,
509,0.509,0.401374876499176,0,0,0,-1,
510,0.51,0.40149861574172974,0,0,0,-1,
511,0.511,0.401964008808136,0,0,0,-1,
512,0.512,0.40270453691482544,0,0,0,-1,
513,0.513,0.40331730246543884,0,0,0,-1,
514,0.514,0.40402287244796753,0,0,0,-1,
515,0.515,0.404877245426178,0,0,0,-1,
516,0.516,0.40616002678871155,0,0,0,-1,
517,0.517,0.4079355001449585,0,0,0,-1,
518,0.518,0.4104427993297577,0,0,0,-1,
519,0.519,0.41304945945739746,0,0,0,-1,
520,0.52,0.4155993163585663,0,0,0,-1,
521,0.521,0.4183269739151001,0,0,0,-1,
522,0.522,0.42141005396842957,0,0,0,-1,
523,0.523,0.42446884512901306,0,0,0,-1,
524,0.524,0.4275834858417511,0,0,0,-1,
525,0.525,0.4307010769844055,0,0,0,-1,
526,0.526,0.4334573447704315,0,0,0,-1,
527,0.527,0.43581798672676086,0,0,0,-1,
528,0.528,0.4378788471221924,0,0,0,-1,
529,0.529,0.4397967755794525,0,0,0,-1,
530,0.53,0.4417218863964081,0,0,0,-1,
531,0.531,0.44394785165786743,0,0,0,-1,
532,0.532,0.44577622413635254,0,0,0,-1,
533,0.533,0.44702306389808655,0,0,0,-1,
534,0.534,0.44771698117256165,0,0,0,-1,
535,0.535,0.4481136202812195,0,0,0,-1,
536,0.536,0.4486865997314453,0,0,0,-1,
537,0.537,0.4493432641029358,0,0,0,-1,
538,0.538,0.4502749443054199,0,0,0,-1,
539,0.539,0.45031440258026123,0,0,0,-1,
540,0.54,0.44972124695777893,0,0,0,-1,
541,0.541,0.4486439526081085,0,0,0,-1,
