Bt,ip,ne_nG,n=1 amplitude,Mir_avg_amp,Mir_avg_fre,v_loop,dx_a,dy_a,sxr_mean,xuv_ratio
0.025729858499107267,398981.07768414327,10.493043022999409,416.0971957961018,0.0,0.0,1.1349414060757126,14.279344350814585,10.610898242376601,0.01451897158598498,0.9038323219988668
0.026614823259055315,399051.73791725805,10.495886524642454,459.2812574654522,0.0,0.0,1.1385925459635864,14.276692995175706,10.634818912877167,0.017115933120922473,0.9274738812163811
0.027194090486555265,399037.5882400946,10.497967136230143,433.8823823427145,0.0,0.0,1.1171692217698852,14.273917910318083,10.658621559906695,0.015184965228636757,0.9253112379973547
0.026486134631016237,399023.6239370689,10.502378812390736,436.7605289344335,0.0,0.0,1.0960185443388926,14.198698841093488,10.613331782496358,0.015280392071971313,0.9286532993655865
0.02586639715944053,399037.77361423237,10.509383500860782,460.6630859444213,0.0,0.0,1.1162176785786724,14.124025009797098,10.568238118925308,0.016483584983165354,0.9273409987152501
0.02560190686753179,399050.1907612503,10.511483642089802,430.57821905462566,0.0,0.0,1.1358864467533607,14.20856360769018,10.580410758988682,0.014975624748881802,0.9391828288368779
0.025593620228082033,398922.87500604196,10.506376332063509,455.68863337756926,0.0045010340791619705,4.056146911673292,1.1127798613730016,14.292292528706465,10.592343271255455,0.013652053882163081,0.9219960917811313
0.026564589178094105,398800.6360406118,10.502191543642441,427.6994660724287,0.2280984811196845,200.20035705009943,1.0899313804657695,14.218717302376483,10.557623718506226,0.015887372157152694,0.9260366935016782
0.027061734414638453,398956.25115014706,10.503290735162594,458.9668161920219,0.21481814323232,195.45976447325592,1.0812090270440424,14.146088907215368,10.523474267953619,0.012780377351086992,0.9263761832667811
0.025825954178939375,399106.5153701836,10.506309638022223,450.94138643600246,0.0,0.0,1.0725915811077822,14.21116652632422,10.572239811968185,0.014126509339110442,0.9036105539319322
0.025060615696973973,399035.78265399777,10.510615850343587,447.65145281700006,0.0,0.0,1.068306916269041,14.275920593182821,10.620519914437672,0.014805729398201876,0.9193840921237714
0.025942874915392853,398963.8046246821,10.522801489903403,440.31240236142713,0.0,0.0,1.0644891289302627,14.303097028133548,10.612420425417525,0.015875984302016484,0.9051739960447525
