run_name,model_name,window_size,stride,test_accuracy,test_roc_auc,test_pr_auc,test_tpr,test_fpr,test_ece,shot_accuracy,shot_tpr,shot_fpr,lead_time_ms_median,theta
utr_gru_ws128_st16_e6_s42,gru,128,16,0.9938978517094375,0.9855274833242994,0.8663401665095263,0.7120786516853933,0.00039798732126105127,0.0024144840714168084,0.976878612716763,0.8947368421052632,0.0,6.583693889263088,0.5311371237458193
