run_name,model_name,window_size,stride,test_accuracy,test_roc_auc,test_pr_auc,test_tpr,test_fpr,test_ece,shot_accuracy,shot_tpr,shot_fpr,lead_time_ms_median,theta
utr_gru_ws64_st16_e2_s42,gru,64,16,0.9912472647702407,0.9073188762937409,0.48309942531543393,0.4,0.0007392804337111878,0.012949426724324226,0.9666666666666667,0.8333333333333334,0.0,2.0111950588471927,0.6982943143812709
