theta,shot_tpr,shot_fpr,shot_accuracy,lead_time_ms_median,lead_time_ms_p25,lead_time_ms_p75,shot_tp,shot_fp,shot_tn,shot_fn,n_shots
0.01,0.0,0.2222222222222222,0.7,,,,0.0,2.0,7.0,1.0,10.0
0.014924623115577889,0.0,0.2222222222222222,0.7,,,,0.0,2.0,7.0,1.0,10.0
0.01984924623115578,0.0,0.2222222222222222,0.7,,,,0.0,2.0,7.0,1.0,10.0
0.024773869346733667,0.0,0.2222222222222222,0.7,,,,0.0,2.0,7.0,1.0,10.0
0.029698492462311557,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.03462311557788945,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.03954773869346734,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.04447236180904523,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.04939698492462312,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.05432160804020101,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.0592462311557789,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.06417085427135678,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.06909547738693467,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.07402010050251256,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.07894472361809045,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.08386934673366835,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.08879396984924623,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.09371859296482411,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.09864321608040201,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.1035678391959799,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.10849246231155779,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.11341708542713567,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.11834170854271357,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.12326633165829146,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.12819095477386935,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.13311557788944725,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.13804020100502515,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.14296482412060302,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.14788944723618092,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.1528140703517588,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.1577386934673367,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.16266331658291458,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.16758793969849248,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.17251256281407037,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.17743718592964824,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.18236180904522614,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.18728643216080404,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.19221105527638194,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.1971356783919598,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.2020603015075377,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.2069849246231156,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.21190954773869347,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.21683417085427137,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.22175879396984927,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.22668341708542716,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.23160804020100503,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.23653266331658293,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.24145728643216083,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.2463819095477387,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.2513065326633166,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.2562311557788945,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.2611557788944724,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.2660804020100503,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.2710050251256282,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.275929648241206,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.2808542713567839,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.2857788944723618,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.2907035175879397,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.2956281407035176,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.3005527638190955,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.3054773869346734,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.31040201005025125,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.31532663316582915,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.32025125628140705,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.32517587939698495,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.33010050251256284,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.33502512562814074,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.33994974874371864,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.3448743718592965,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.3497989949748744,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.3547236180904523,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.3596482412060302,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.36457286432160807,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.36949748743718597,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.37442211055276386,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.3793467336683417,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.3842713567839196,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.3891959798994975,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.3941206030150754,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.3990452261306533,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.4039698492462312,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.4088944723618091,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.41381909547738693,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.41874371859296483,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.42366834170854273,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.4285929648241206,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.4335175879396985,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.4384422110552764,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.4433668341708543,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.44829145728643216,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.45321608040201006,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.45814070351758795,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.46306532663316585,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.46798994974874375,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.47291457286432165,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.47783919597989954,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.4827638190954774,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.4876884422110553,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.4926130653266332,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.4975376884422111,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.502462311557789,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5073869346733668,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5123115577889448,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5172361809045226,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5221608040201006,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5270854271356784,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5320100502512564,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5369346733668342,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.541859296482412,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.54678391959799,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5517085427135678,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5566331658291458,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5615577889447236,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5664824120603016,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5714070351758794,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5763316582914573,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5812562814070352,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5861809045226131,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.591105527638191,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.5960301507537689,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6009547738693468,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6058793969849247,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6108040201005025,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6157286432160805,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6206532663316583,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6255778894472362,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6305025125628141,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.635427135678392,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6403517587939699,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6452763819095477,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6502010050251257,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6551256281407035,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6600502512562815,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6649748743718593,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6698994974874373,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6748241206030151,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.679748743718593,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6846733668341709,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6895979899497487,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6945226130653267,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.6994472361809045,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7043718592964825,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7092964824120603,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7142211055276382,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7191457286432161,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.724070351758794,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7289949748743719,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7339195979899498,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7388442211055277,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7437688442211056,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7486934673366834,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7536180904522614,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7585427135678392,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7634673366834172,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.768391959798995,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.773316582914573,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7782412060301508,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7831658291457286,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7880904522613066,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7930150753768844,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.7979396984924624,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8028643216080402,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8077889447236182,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.812713567839196,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8176381909547739,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8225628140703518,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8274874371859297,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8324120603015076,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8373366834170854,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8422613065326634,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8471859296482412,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8521105527638191,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.857035175879397,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8619597989949749,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8668844221105528,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8718090452261307,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8767336683417086,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8816582914572865,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8865829145728643,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8915075376884423,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.8964321608040201,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9013567839195981,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9062814070351759,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9112060301507539,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9161306532663317,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9210552763819095,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9259798994974875,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9309045226130653,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9358291457286433,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9407537688442211,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9456783919597991,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9506030150753769,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9555276381909548,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
0.9604522613065327,0.0,0.0,0.9,,,,0.0,0.0,9.0,1.0,10.0
