theta,sustain_ms,shot_tpr,shot_fpr,shot_accuracy,lead_time_ms_median
0.1,1.0,0.0,0.0,0.9,
0.1,1.4736842105263157,0.0,0.0,0.9,
0.1,1.9473684210526314,0.0,0.0,0.9,
0.1,2.4210526315789473,0.0,0.0,0.9,
0.1,2.894736842105263,0.0,0.0,0.9,
0.1,3.3684210526315788,0.0,0.0,0.9,
0.1,3.8421052631578947,0.0,0.0,0.9,
0.1,4.315789473684211,0.0,0.0,0.9,
0.1,4.789473684210526,0.0,0.0,0.9,
0.1,5.263157894736842,0.0,0.0,0.9,
0.1,5.7368421052631575,0.0,0.0,0.9,
0.1,6.2105263157894735,0.0,0.0,0.9,
0.1,6.684210526315789,0.0,0.0,0.9,
0.1,7.157894736842105,0.0,0.0,0.9,
0.1,7.63157894736842,0.0,0.0,0.9,
0.1,8.105263157894736,0.0,0.0,0.9,
0.1,8.578947368421051,0.0,0.0,0.9,
0.1,9.052631578947368,0.0,0.0,0.9,
0.1,9.526315789473683,0.0,0.0,0.9,
0.1,10.0,0.0,0.0,0.9,
0.12931034482758622,1.0,0.0,0.0,0.9,
0.12931034482758622,1.4736842105263157,0.0,0.0,0.9,
0.12931034482758622,1.9473684210526314,0.0,0.0,0.9,
0.12931034482758622,2.4210526315789473,0.0,0.0,0.9,
0.12931034482758622,2.894736842105263,0.0,0.0,0.9,
0.12931034482758622,3.3684210526315788,0.0,0.0,0.9,
0.12931034482758622,3.8421052631578947,0.0,0.0,0.9,
0.12931034482758622,4.315789473684211,0.0,0.0,0.9,
0.12931034482758622,4.789473684210526,0.0,0.0,0.9,
0.12931034482758622,5.263157894736842,0.0,0.0,0.9,
0.12931034482758622,5.7368421052631575,0.0,0.0,0.9,
0.12931034482758622,6.2105263157894735,0.0,0.0,0.9,
0.12931034482758622,6.684210526315789,0.0,0.0,0.9,
0.12931034482758622,7.157894736842105,0.0,0.0,0.9,
0.12931034482758622,7.63157894736842,0.0,0.0,0.9,
0.12931034482758622,8.105263157894736,0.0,0.0,0.9,
0.12931034482758622,8.578947368421051,0.0,0.0,0.9,
0.12931034482758622,9.052631578947368,0.0,0.0,0.9,
0.12931034482758622,9.526315789473683,0.0,0.0,0.9,
0.12931034482758622,10.0,0.0,0.0,0.9,
0.15862068965517243,1.0,0.0,0.0,0.9,
0.15862068965517243,1.4736842105263157,0.0,0.0,0.9,
0.15862068965517243,1.9473684210526314,0.0,0.0,0.9,
0.15862068965517243,2.4210526315789473,0.0,0.0,0.9,
0.15862068965517243,2.894736842105263,0.0,0.0,0.9,
0.15862068965517243,3.3684210526315788,0.0,0.0,0.9,
0.15862068965517243,3.8421052631578947,0.0,0.0,0.9,
0.15862068965517243,4.315789473684211,0.0,0.0,0.9,
0.15862068965517243,4.789473684210526,0.0,0.0,0.9,
0.15862068965517243,5.263157894736842,0.0,0.0,0.9,
0.15862068965517243,5.7368421052631575,0.0,0.0,0.9,
0.15862068965517243,6.2105263157894735,0.0,0.0,0.9,
0.15862068965517243,6.684210526315789,0.0,0.0,0.9,
0.15862068965517243,7.157894736842105,0.0,0.0,0.9,
0.15862068965517243,7.63157894736842,0.0,0.0,0.9,
0.15862068965517243,8.105263157894736,0.0,0.0,0.9,
0.15862068965517243,8.578947368421051,0.0,0.0,0.9,
0.15862068965517243,9.052631578947368,0.0,0.0,0.9,
0.15862068965517243,9.526315789473683,0.0,0.0,0.9,
0.15862068965517243,10.0,0.0,0.0,0.9,
0.1879310344827586,1.0,0.0,0.0,0.9,
0.1879310344827586,1.4736842105263157,0.0,0.0,0.9,
0.1879310344827586,1.9473684210526314,0.0,0.0,0.9,
0.1879310344827586,2.4210526315789473,0.0,0.0,0.9,
0.1879310344827586,2.894736842105263,0.0,0.0,0.9,
0.1879310344827586,3.3684210526315788,0.0,0.0,0.9,
0.1879310344827586,3.8421052631578947,0.0,0.0,0.9,
0.1879310344827586,4.315789473684211,0.0,0.0,0.9,
0.1879310344827586,4.789473684210526,0.0,0.0,0.9,
0.1879310344827586,5.263157894736842,0.0,0.0,0.9,
0.1879310344827586,5.7368421052631575,0.0,0.0,0.9,
0.1879310344827586,6.2105263157894735,0.0,0.0,0.9,
0.1879310344827586,6.684210526315789,0.0,0.0,0.9,
0.1879310344827586,7.157894736842105,0.0,0.0,0.9,
0.1879310344827586,7.63157894736842,0.0,0.0,0.9,
0.1879310344827586,8.105263157894736,0.0,0.0,0.9,
0.1879310344827586,8.578947368421051,0.0,0.0,0.9,
0.1879310344827586,9.052631578947368,0.0,0.0,0.9,
0.1879310344827586,9.526315789473683,0.0,0.0,0.9,
0.1879310344827586,10.0,0.0,0.0,0.9,
0.21724137931034482,1.0,0.0,0.0,0.9,
0.21724137931034482,1.4736842105263157,0.0,0.0,0.9,
0.21724137931034482,1.9473684210526314,0.0,0.0,0.9,
0.21724137931034482,2.4210526315789473,0.0,0.0,0.9,
0.21724137931034482,2.894736842105263,0.0,0.0,0.9,
0.21724137931034482,3.3684210526315788,0.0,0.0,0.9,
0.21724137931034482,3.8421052631578947,0.0,0.0,0.9,
0.21724137931034482,4.315789473684211,0.0,0.0,0.9,
0.21724137931034482,4.789473684210526,0.0,0.0,0.9,
0.21724137931034482,5.263157894736842,0.0,0.0,0.9,
0.21724137931034482,5.7368421052631575,0.0,0.0,0.9,
0.21724137931034482,6.2105263157894735,0.0,0.0,0.9,
0.21724137931034482,6.684210526315789,0.0,0.0,0.9,
0.21724137931034482,7.157894736842105,0.0,0.0,0.9,
0.21724137931034482,7.63157894736842,0.0,0.0,0.9,
0.21724137931034482,8.105263157894736,0.0,0.0,0.9,
0.21724137931034482,8.578947368421051,0.0,0.0,0.9,
0.21724137931034482,9.052631578947368,0.0,0.0,0.9,
0.21724137931034482,9.526315789473683,0.0,0.0,0.9,
0.21724137931034482,10.0,0.0,0.0,0.9,
