run_name,model_name,window_size,stride,test_accuracy,test_roc_auc,test_pr_auc,test_tpr,test_fpr,test_ece,shot_accuracy,shot_tpr,shot_fpr,lead_time_ms_median,theta
utr_gru_ws64_st16_e6_s42,gru,64,16,0.9904122308838454,0.9253671875957469,0.7444330751346274,0.45226130653266333,0.00017577395469426318,0.0036911559115094085,0.9653179190751445,0.868421052631579,0.007407407407407408,4.058676675113361,0.9785475792988313
